,ID,Words,Predicted labels
2843,NER_2844,उल्लेख,other
2844,NER_2845,करते,other
2845,NER_2846,हुए,other
2846,NER_2847,लेखक,other
2847,NER_2848,ने,other
2848,NER_2849,तत्कालीन,other
2849,NER_2850,सामाजिक,other
2850,NER_2851,nan,other
2851,NER_2852,राजनीतिक,other
2852,NER_2853,परिस्थितियों,other
2853,NER_2854,को,other
2854,NER_2855,भी,other
2855,NER_2856,दर्शाने,other
2856,NER_2857,का,other
2857,NER_2858,एक,other
2858,NER_2859,सफल,other
2859,NER_2860,प्रयास,other
2860,NER_2861,किया,other
2861,NER_2862,है,other
2862,NER_2863,.,other
2863,NER_2864,newline,other
2864,NER_2865,भाग्यवान,other
2865,NER_2866,1994,number
2866,NER_2867,में,other
2867,NER_2868,बनी,other
2868,NER_2869,हिन्दी,other
2869,NER_2870,भाषा,other
2870,NER_2871,की,other
2871,NER_2872,फिल्म,other
2872,NER_2873,है,other
2873,NER_2874,.,other
2874,NER_2875,newline,other
2875,NER_2876,24,number
2876,NER_2877,-,other
2877,NER_2878,25,number
2878,NER_2879,अप्रैल,other
2879,NER_2880,1993,number
2880,NER_2881,एनएसजी,other
2881,NER_2882,कमांडो,other
2882,NER_2883,तूफान,other
2883,NER_2884,अपहृत,other
2884,NER_2885,भारतीय,other
2885,NER_2886,अमृतसर,location
2886,NER_2887,हवाई,other
2887,NER_2888,अड्डे,other
2888,NER_2889,पर,other
2889,NER_2890,एयरलाइंस,other
2890,NER_2891,बोर्ड,other
2891,NER_2892,पर,other
2892,NER_2893,141,other
2893,NER_2894,यात्रियों,other
2894,NER_2895,के,other
2895,NER_2896,साथ,other
2896,NER_2897,बोइंग,other
2897,NER_2898,737,other
2898,NER_2899,के,other
2899,NER_2900,दौरान,other
2900,NER_2901,ऑपरेशन,other
2901,NER_2902,लुटेरा,other
2902,NER_2903,nan,other
2903,NER_2904,मोहम्मद,other
2904,NER_2905,यूसुफ,other
2905,NER_2906,शाह,name
2906,NER_2907,nan,other
2907,NER_2908,इससे,other
2908,NER_2909,पहले,other
2909,NER_2910,कि,other
2910,NER_2911,वह,other
2911,NER_2912,प्रतिक्रिया,other
2912,NER_2913,कर,other
2913,NER_2914,सकते,other
2914,NER_2915,हैं,other
2915,NER_2916,मार,other
2916,NER_2917,डाला,other
2917,NER_2918,है,other
2918,NER_2919,और,other
2919,NER_2920,कोई,other
2920,NER_2921,बंधकों,other
2921,NER_2922,को,other
2922,NER_2923,नुकसान,other
2923,NER_2924,कर,other
2924,NER_2925,रहे,other
2925,NER_2926,हैं,other
2926,NER_2927,.,other
2927,NER_2928,newline,other
2928,NER_2929,क्लैश,other
2929,NER_2930,ऑफ,other
2930,NER_2931,क्लैंस,other
2931,NER_2932,एक,other
2932,NER_2933,मुफ्त,other
2933,NER_2934,व्यापक,other
2934,NER_2935,-,other
2935,NER_2936,रणनीति,other
2936,NER_2937,मल्टी,other
2937,NER_2938,प्लेयर,other
2938,NER_2939,वाला,other
2939,NER_2940,ऑनलाइन,other
2940,NER_2941,गेम,other
2941,NER_2942,खेल,other
2942,NER_2943,है,other
2943,NER_2944,.,other
2944,NER_2945,newline,other
2945,NER_2946,स्टेनबिक,other
2946,NER_2947,बैंक,other
2947,NER_2948,ट्वेंटी,other
2948,NER_2949,-,other
2949,NER_2950,20,number
2950,NER_2951,पूर्व,other
2951,NER_2952,महानगर,other
2952,NER_2953,बैंक,other
2953,NER_2954,ट्वेंटी,other
2954,NER_2955,-,other
2955,NER_2956,20,number
2956,NER_2957,के,other
2957,NER_2958,रूप,name
2958,NER_2959,में,other
2959,NER_2960,जाना,other
2960,NER_2961,जिम्बाब्वे,other
2961,NER_2962,में,other
2962,NER_2963,घरेलू,other
2963,NER_2964,ट्वेंटी,other
2964,NER_2965,-,other
2965,NER_2966,20,number
2966,NER_2967,क्रिकेट,other
2967,NER_2968,प्रतियोगिता,other
2968,NER_2969,है,other
2969,NER_2970,.,other
2970,NER_2971,newline,other
2971,NER_2972,में,other
2972,NER_2973,हुआ,other
2973,NER_2974,था,other
2974,NER_2975,.,other
2975,NER_2976,newline,other
2976,NER_2977,जिसका,other
2977,NER_2978,निर्देशन,other
2978,NER_2979,प्रकाश,other
2979,NER_2980,झा,other
2980,NER_2981,ने,other
2981,NER_2982,किया,other
2982,NER_2983,है,other
2983,NER_2984,.,other
2984,NER_2985,newline,other
2985,NER_2986,2012,other
2986,NER_2987,के,other
2987,NER_2988,चुनावों,other
2988,NER_2989,में,other
2989,NER_2990,वे,other
2990,NER_2991,अपने,other
2991,NER_2992,निकटतम,other
2992,NER_2993,प्रतिद्वंद्वी,other
2993,NER_2994,को,other
2994,NER_2995,11967,other
2995,NER_2996,वोटों,other
2996,NER_2997,के,other
2997,NER_2998,अंतर,other
2998,NER_2999,से,other
2999,NER_3000,हराकर,other
3000,NER_3001,निर्वाचित,other
3001,NER_3002,हुए,other
3002,NER_3003,.,other
3003,NER_3004,newline,other
3004,NER_3005,बगडगांव,other
3005,NER_3006,nan,other
3006,NER_3007,द्वाराहाट,other
3007,NER_3008,तहसील,location
3008,NER_3009,में,other
3009,NER_3010,भारत,location
3010,NER_3011,के,other
3011,NER_3012,उत्तराखण्ड,other
3012,NER_3013,राज्य,location
3013,NER_3014,के,other
3014,NER_3015,अन्तर्गत,other
3015,NER_3016,कुमाऊं,other
3016,NER_3017,मण्डल,location
3017,NER_3018,के,other
3018,NER_3019,अल्मोड़ा,location
3019,NER_3020,जिले,location
3020,NER_3021,का,other
3021,NER_3022,एक,other
3022,NER_3023,गांव,location
3023,NER_3024,है,other
3024,NER_3025,.,other
3025,NER_3026,newline,other
3026,NER_3027,मिलन,other
3027,NER_3028,1967,number
3028,NER_3029,में,other
3029,NER_3030,बनी,other
3030,NER_3031,हिन्दी,other
3031,NER_3032,भाषा,other
3032,NER_3033,की,other
3033,NER_3034,फ़िल्म,other
3034,NER_3035,है,other
3035,NER_3036,.,other
3036,NER_3037,newline,other
3037,NER_3038,सौण्डल,other
3038,NER_3039,मल्ला,other
3039,NER_3040,-,other
3040,NER_3041,अस,other
3041,NER_3042,०३,number
3042,NER_3043,nan,other
3043,NER_3044,पौडी,other
3044,NER_3045,तहसील,location
3045,NER_3046,में,other
3046,NER_3047,भारत,location
3047,NER_3048,के,other
3048,NER_3049,उत्तराखण्ड,other
3049,NER_3050,राज्य,location
3050,NER_3051,के,other
3051,NER_3052,अन्तर्गत,other
3052,NER_3053,गढ़वाल,location
3053,NER_3054,मण्डल,location
3054,NER_3055,के,other
3055,NER_3056,पौड़ी,location
3056,NER_3057,जिले,location
3057,NER_3058,का,other
3058,NER_3059,एक,other
3059,NER_3060,गांव,location
3060,NER_3061,है,other
3061,NER_3062,.,other
3062,NER_3063,newline,other
3063,NER_3064,यह,other
3064,NER_3065,करने,other
3065,NER_3066,के,other
3066,NER_3067,लिए,other
3067,NER_3068,वन,other
3068,NER_3069,विभाग,other
3069,NER_3070,द्वारा,other
3070,NER_3071,उठाए,other
3071,NER_3072,प्रबंधन,other
3072,NER_3073,के,other
3073,NER_3074,लिए,other
3074,NER_3075,दृष्टिकोण,other
3075,NER_3076,सोच,other
3076,NER_3077,आगे,other
3077,NER_3078,है,other
3078,NER_3079,और,other
3079,NER_3080,बांग्लादेशी,other
3080,NER_3081,लोगों,other
3081,NER_3082,की,other
3082,NER_3083,अविश्वसनीय,other
3083,NER_3084,समर्थन,other
3084,NER_3085,के,other
3085,NER_3086,माध्यम,other
3086,NER_3087,से,other
3087,NER_3088,ऐसा,other
3088,NER_3089,करने,other
3089,NER_3090,में,other
3090,NER_3091,सक्षम,other
3091,NER_3092,किया,other
3092,NER_3093,गया,other
3093,NER_3094,है,other
3094,NER_3095,.,other
3095,NER_3096,newline,other
3096,NER_3097,बासीनबहरा,other
3097,NER_3098,nan,other
3098,NER_3099,सांरगढ,other
3099,NER_3100,मण्डल,location
3100,NER_3101,में,other
3101,NER_3102,भारत,location
3102,NER_3103,के,other
3103,NER_3104,छत्तीसगढ़,other
3104,NER_3105,राज्य,location
3105,NER_3106,के,other
3106,NER_3107,अन्तर्गत,other
3107,NER_3108,रायगढ़,location
3108,NER_3109,जिले,location
3109,NER_3110,का,other
3110,NER_3111,एक,other
3111,NER_3112,गांव,location
3112,NER_3113,है,other
3113,NER_3114,.,other
3114,NER_3115,newline,other
3115,NER_3116,जबसे,other
3116,NER_3117,अकादमी,other
3117,NER_3118,की,other
3118,NER_3119,स्थापना,other
3119,NER_3120,हुई,other
3120,NER_3121,है,other
3121,NER_3122,तब,other
3122,NER_3123,से,other
3123,NER_3124,एनडीए,other
3124,NER_3125,के,other
3125,NER_3126,पूर्व,other
3126,NER_3127,छात्रों,other
3127,NER_3128,ने,other
3128,NER_3129,सभी,other
3129,NER_3130,बड़े,other
3130,NER_3131,संघर्ष,other
3131,NER_3132,का,other
3132,NER_3133,नेतृत्व,other
3133,NER_3134,किया,other
3134,NER_3135,है,other
3135,NER_3136,जिसमें,other
3136,NER_3137,भारतीय,other
3137,NER_3138,थलसेना,other
3138,NER_3139,को,other
3139,NER_3140,कार्यवाही,other
3140,NER_3141,के,other
3141,NER_3142,लिए,other
3142,NER_3143,आमंत्रित,other
3143,NER_3144,किया,other
3144,NER_3145,जाता,other
3145,NER_3146,रहा,other
3146,NER_3147,है,other
3147,NER_3148,.,other
3148,NER_3149,newline,other
3149,NER_3150,आदितमारी,other
3150,NER_3151,उपजिला,location
3151,NER_3152,nan,other
3152,NER_3153,बांग्लादेश,other
3153,NER_3154,का,other
3154,NER_3155,एक,other
3155,NER_3156,उपज़िला,location
3156,NER_3157,है,other
3157,NER_3158,nan,other
3158,NER_3159,जोकी,other
3159,NER_3160,बांग्लादेश,other
3160,NER_3161,में,other
3161,NER_3162,तृतीय,other
3162,NER_3163,स्तर,other
3163,NER_3164,का,other
3164,NER_3165,प्रशासनिक,other
3165,NER_3166,अञ्चल,location
3166,NER_3167,होता,other
3167,NER_3168,है,other
3168,NER_3169,ज़िले,location
3169,NER_3170,की,other
3170,NER_3171,अधीन,other
3171,NER_3172,.,other
3172,NER_3173,newline,other
3173,NER_3174,किन्तु,other
3174,NER_3175,इसे,other
3175,NER_3176,1804,other
3176,NER_3177,में,other
3177,NER_3178,वहां,location
3178,NER_3179,के,other
3179,NER_3180,विद्रोही,other
3180,NER_3181,जमींदारों,other
3181,NER_3182,ने,other
3182,NER_3183,जला,other
3183,NER_3184,डाला,other
3184,NER_3185,.,other
3185,NER_3186,newline,other
3186,NER_3187,यह,other
3187,NER_3188,अपने,other
3188,NER_3189,खूबसूरत,other
3189,NER_3190,बीच,other
3190,NER_3191,रिजॉर्टों,other
3191,NER_3192,के,other
3192,NER_3193,लिए,other
3193,NER_3194,प्रसिद्ध,other
3194,NER_3195,है,other
3195,NER_3196,.,other
3196,NER_3197,newline,other
3197,NER_3198,संदलपुर,other
3198,NER_3199,दानापुर,other
3199,NER_3200,nan,other
3200,NER_3201,पटना,location
3201,NER_3202,nan,other
3202,NER_3203,बिहार,location
3203,NER_3204,स्थित,other
3204,NER_3205,एक,other
3205,NER_3206,गांव,location
3206,NER_3207,है,other
3207,NER_3208,.,other
3208,NER_3209,newline,other
3209,NER_3210,रविन्द्र,other
3210,NER_3211,खत्री,other
3211,NER_3212,अंग्रेज़ी,other
3212,NER_3213,जन्म,other
3213,NER_3214,१५,number
3214,NER_3215,मई,other
3215,NER_3216,१९९२,number
3216,NER_3217,एक,other
3217,NER_3218,भारतीय,other
3218,NER_3219,ग्रीसो,other
3219,NER_3220,रोमन,other
3220,NER_3221,पहलवान,other
3221,NER_3222,है,other
3222,NER_3223,जो,other
3223,NER_3224,८५,number
3224,NER_3225,किलोग्राम,other
3225,NER_3226,श्रेणी,other
3226,NER_3227,के,other
3227,NER_3228,अंतर्गत,other
3228,NER_3229,खेलते,other
3229,NER_3230,है,other
3230,NER_3231,.,other
3231,NER_3232,newline,other
3232,NER_3233,यह,other
3233,NER_3234,पूर्ण,other
3234,NER_3235,रूप,name
3235,NER_3236,से,other
3236,NER_3237,सहायक,other
3237,NER_3238,कार्यों,other
3238,NER_3239,के,other
3239,NER_3240,एक,other
3240,NER_3241,समूह,other
3241,NER_3242,द्वारा,other
3242,NER_3243,पूरा,other
3243,NER_3244,किया,other
3244,NER_3245,जाएगा,other
3245,NER_3246,nan,other
3246,NER_3247,जैसे,other
3247,NER_3248,जिला,other
3248,NER_3249,तथा,other
3249,NER_3250,ब्लॉक,other
3250,NER_3251,स्तर,other
3251,NER_3252,के,other
3252,NER_3253,अधिकारियों,other
3253,NER_3254,की,other
3254,NER_3255,क्षमता,other
3255,NER_3256,का,other
3256,NER_3257,निर्माण,other
3257,NER_3258,करना,other
3258,NER_3259,nan,other
3259,NER_3260,जिले,location
3260,NER_3261,में,other
3261,NER_3262,सामाजिक,other
3262,NER_3263,लामबंदी,other
3263,NER_3264,प्रक्रिया,other
3264,NER_3265,को,other
3265,NER_3266,आगे,other
3266,NER_3267,बढ़ाना,other
3267,NER_3268,nan,other
3268,NER_3269,खासकर,other
3269,NER_3270,युवाओं,other
3270,NER_3271,के,other
3271,NER_3272,बीच,other
3272,NER_3273,जमीनी,other
3273,NER_3274,समर्थन,other
3274,NER_3275,हासिल,other
3275,NER_3276,करना,other
3276,NER_3277,तथा,other
3277,NER_3278,पंचायतों,other
3278,NER_3279,के,other
3279,NER_3280,साथ,other
3280,NER_3281,मजबूत,other
3281,NER_3282,संबंध,other
3282,NER_3283,बनाना,other
3283,NER_3284,.,other
3284,NER_3285,newline,other
3285,NER_3286,अब्,other
3286,NER_3287,‍,other
3287,NER_3288,दुल,other
3288,NER_3289,मसहूद,other
3289,NER_3290,खां,name
3290,NER_3291,nan,other
3291,NER_3292,भारत,location
3292,NER_3293,के,other
3293,NER_3294,उत्तर,location
3294,NER_3295,प्रदेश,location
3295,NER_3296,की,other
3296,NER_3297,सोलहवीं,other
3297,NER_3298,विधानसभा,other
3298,NER_3299,सभा,other
3299,NER_3300,में,other
3300,NER_3301,विधायक,other
3301,NER_3302,हैं,other
3302,NER_3303,.,other
3303,NER_3304,newline,other
3304,NER_3305,यह,other
3305,NER_3306,एंड,other
3306,NER_3307,टीवी,other
3307,NER_3308,पर,other
3308,NER_3309,5,number
3309,NER_3310,सितम्बर,other
3310,NER_3311,2015,other
3311,NER_3312,से,other
3312,NER_3313,शनिवार,other
3313,NER_3314,-,other
3314,NER_3315,रविवार,other
3315,NER_3316,9,number
3316,NER_3317,बजे,other
3317,NER_3318,देगा,other
3318,NER_3319,.,other
3319,NER_3320,newline,other
3320,NER_3321,सुमीत,other
3321,NER_3322,राघवन,other
3322,NER_3323,एक,other
3323,NER_3324,भारतीय,other
3324,NER_3325,अभिनेता,other
3325,NER_3326,हैं,other
3326,NER_3327,.,other
3327,NER_3328,newline,other
3328,NER_3329,चूने,other
3329,NER_3330,के,other
3330,NER_3331,साथ,other
3331,NER_3332,कतिपय,other
3332,NER_3333,अन्य,other
3333,NER_3334,पदार्थों,other
3334,NER_3335,के,other
3335,NER_3336,मिश्रण,other
3336,NER_3337,से,other
3337,NER_3338,वज्रलेप,other
3338,NER_3339,तैयार,other
3339,NER_3340,करने,other
3340,NER_3341,का,other
3341,NER_3342,प्राचीन,other
3342,NER_3343,साहित्य,other
3343,NER_3344,में,other
3344,NER_3345,प्राप्त,other
3345,NER_3346,होता,other
3346,NER_3347,है,other
3347,NER_3348,.,other
3348,NER_3349,newline,other
3349,NER_3350,चित्र,other
3350,NER_3351,झारखंड,location
3351,NER_3352,से,other
3352,NER_3353,संबंधित,other
3353,NER_3354,यह,other
3354,NER_3355,लेख,other
3355,NER_3356,अपनी,other
3356,NER_3357,प्रारम्भिक,other
3357,NER_3358,अवस्था,other
3358,NER_3359,में,other
3359,NER_3360,है,other
3360,NER_3361,nan,other
3361,NER_3362,यानि,other
3362,NER_3363,कि,other
3363,NER_3364,एक,other
3364,NER_3365,आधार,other
3365,NER_3366,है,other
3366,NER_3367,.,other
3367,NER_3368,newline,other
3368,NER_3369,दैलेख,other
3369,NER_3370,नेपाल,location
3370,NER_3371,के,other
3371,NER_3372,मध्य,location
3372,NER_3373,पश्चिमांचल,other
3373,NER_3374,विकास,other
3374,NER_3375,क्षेत्र,other
3375,NER_3376,व,other
3376,NER_3377,भेरी,other
3377,NER_3378,अंचल,location
3378,NER_3379,का,other
3379,NER_3380,एक,other
3380,NER_3381,जिला,other
3381,NER_3382,है,other
3382,NER_3383,.,other
3383,NER_3384,newline,other
3384,NER_3385,यह,other
3385,NER_3386,प्लेस्टेशन,other
3386,NER_3387,3,number
3387,NER_3388,nan,other
3388,NER_3389,360,other
3389,NER_3390,और,other
3390,NER_3391,प्लेस्टेशन,other
3391,NER_3392,2,number
3392,NER_3393,के,other
3393,NER_3394,लिए,other
3394,NER_3395,जारी,other
3395,NER_3396,किया,other
3396,NER_3397,गया,other
3397,NER_3398,था,other
3398,NER_3399,.,other
3399,NER_3400,newline,other
3400,NER_3401,इसके,other
3401,NER_3402,पहले,other
3402,NER_3403,एक,other
3403,NER_3404,नकारात्मक,other
3404,NER_3405,अ,other
3405,NER_3406,आता,other
3406,NER_3407,है,other
3407,NER_3408,जिसका,other
3408,NER_3409,अर्थ,other
3409,NER_3410,रहित,other
3410,NER_3411,है,other
3411,NER_3412,.,other
3412,NER_3413,newline,other
3413,NER_3414,चारपारा,other
3414,NER_3415,खरसीया,other
3415,NER_3416,मण्डल,location
3416,NER_3417,में,other
3417,NER_3418,भारत,location
3418,NER_3419,के,other
3419,NER_3420,छत्तीसगढ़,other
3420,NER_3421,राज्य,location
3421,NER_3422,के,other
3422,NER_3423,अन्तर्गत,other
3423,NER_3424,रायगढ़,location
3424,NER_3425,जिले,location
3425,NER_3426,का,other
3426,NER_3427,एक,other
3427,NER_3428,गांव,location
3428,NER_3429,है,other
3429,NER_3430,.,other
3430,NER_3431,newline,other
3431,NER_3432,यह,other
3432,NER_3433,कोलकाता,location
3433,NER_3434,महानगर,other
3434,NER_3435,विकास,other
3435,NER_3436,प्राधिकरण,other
3436,NER_3437,के,other
3437,NER_3438,अधिकार,other
3438,NER_3439,क्षेत्र,other
3439,NER_3440,के,other
3440,NER_3441,अंतर्गत,other
3441,NER_3442,आता,other
3442,NER_3443,है,other
3443,NER_3444,.,other
3444,NER_3445,newline,other
3445,NER_3446,लेकिन,other
3446,NER_3447,यह,other
3447,NER_3448,वास्तविकता,other
3448,NER_3449,के,other
3449,NER_3450,अनुरूप,other
3450,NER_3451,है,other
3451,NER_3452,.,other
3452,NER_3453,newline,other
3453,NER_3454,पर्सेपोलिस,other
3454,NER_3455,पुरानी,other
3455,NER_3456,फ़ारसी,other
3456,NER_3457,में,other
3457,NER_3458,𐎱𐎠𐎼𐎿,other
3458,NER_3459,परसा,other
3459,NER_3460,nan,other
3460,NER_3461,तख्त,other
3461,NER_3462,-,other
3462,NER_3463,ए,other
3463,NER_3464,जमशीद,other
3464,NER_3465,या,other
3465,NER_3466,चेहेल,other
3466,NER_3467,मीनार,other
3467,NER_3468,nan,other
3468,NER_3469,आक्मेनीड,other
3469,NER_3470,साम्राज्य,other
3470,NER_3471,550,other
3471,NER_3472,-,other
3472,NER_3473,330,other
3473,NER_3474,ई,other
3474,NER_3475,पू,number
3475,NER_3476,.,other
3476,NER_3477,newline,other
3477,NER_3478,उत्तर,location
3478,NER_3479,प्रदेश,location
3479,NER_3480,के,other
3480,NER_3481,कई,other
3481,NER_3482,ज़िले,location
3482,NER_3483,बकुलाही,other
3483,NER_3484,नदी,other
3484,NER_3485,के,other
3485,NER_3486,पावन,other
3486,NER_3487,तट,other
3487,NER_3488,पर,other
3488,NER_3489,बसे,other
3489,NER_3490,हुए,other
3490,NER_3491,है,other
3491,NER_3492,.,other
3492,NER_3493,newline,other
3493,NER_3494,फ़िल्म,other
3494,NER_3495,में,other
3495,NER_3496,सलमान,other
3496,NER_3497,खान,name
3497,NER_3498,और,other
3498,NER_3499,सोनाक्षी,other
3499,NER_3500,सिन्हा,other
3500,NER_3501,मुख्य,other
3501,NER_3502,भूमिका,other
3502,NER_3503,में,other
3503,NER_3504,है,other
3504,NER_3505,.,other
3505,NER_3506,newline,other
3506,NER_3507,डौकी,other
3507,NER_3508,उत्तर,location
3508,NER_3509,प्रदेश,location
3509,NER_3510,के,other
3510,NER_3511,आगरा,location
3511,NER_3512,जिले,location
3512,NER_3513,के,other
3513,NER_3514,फ़तेहाबाद,other
3514,NER_3515,प्रखंड,other
3515,NER_3516,में,other
3516,NER_3517,स्थित,other
3517,NER_3518,एक,other
3518,NER_3519,गांव,location
3519,NER_3520,है,other
3520,NER_3521,.,other
3521,NER_3522,newline,other
3522,NER_3523,यह,other
3523,NER_3524,भारत,location
3524,NER_3525,का,other
3525,NER_3526,अति,other
3526,NER_3527,प्राचीन,other
3527,NER_3528,नगर,other
3528,NER_3529,है,other
3529,NER_3530,.,other
3530,NER_3531,newline,other
3531,NER_3532,दक्षिण,location
3532,NER_3533,भारत,location
3533,NER_3534,के,other
3534,NER_3535,केरल,location
3535,NER_3536,राज्य,location
3536,NER_3537,में,other
3537,NER_3538,अरब,other
3538,NER_3539,सागर,other
3539,NER_3540,के,other
3540,NER_3541,दक्षिण,location
3541,NER_3542,पश्चिम,other
3542,NER_3543,तट,other
3543,NER_3544,पर,other
3544,NER_3545,कोष़िक्कोड,other
3545,NER_3546,या,other
3546,NER_3547,कालीकट,location
3547,NER_3548,स्थित,other
3548,NER_3549,है,other
3549,NER_3550,.,other
3550,NER_3551,newline,other
3551,NER_3552,विभाग,other
3552,NER_3553,का,other
3553,NER_3554,संचालन,other
3554,NER_3555,न्यू,other
3555,NER_3556,यॉर्क,location
3556,NER_3557,सिटी,other
3557,NER_3558,स्कूल्स,other
3558,NER_3559,चान्सलर,other
3559,NER_3560,कुलाधिपति,other
3560,NER_3561,करता,other
3561,NER_3562,है,other
3562,NER_3563,.,other
3563,NER_3564,newline,other
3564,NER_3565,हिंदू,other
3565,NER_3566,धर्म,other
3566,NER_3567,में,other
3567,NER_3568,पूर्णिमा,other
3568,NER_3569,का,other
3569,NER_3570,व्रत,other
3570,NER_3571,महत्वपूर्ण,other
3571,NER_3572,स्थान,other
3572,NER_3573,रखता,other
3573,NER_3574,है,other
3574,NER_3575,.,other
3575,NER_3576,newline,other
3576,NER_3577,1918,other
3577,NER_3578,ई,other
3578,NER_3579,.,other
3579,NER_3580,newline,other
3580,NER_3581,यह,other
3581,NER_3582,हावड़ा,other
3582,NER_3583,के,other
3583,NER_3584,बाली,other
3584,NER_3585,उपनगर,location
3585,NER_3586,को,other
3586,NER_3587,कोलकाता,location
3587,NER_3588,में,other
3588,NER_3589,दक्षिणेष्वर,other
3589,NER_3590,क्षेत्र,other
3590,NER_3591,से,other
3591,NER_3592,जोड़ता,other
3592,NER_3593,है,other
3593,NER_3594,.,other
3594,NER_3595,newline,other
3595,NER_3596,फिलाडेलफिया,other
3596,NER_3597,में,other
3597,NER_3598,म्युजियम,location
3598,NER_3599,के,other
3599,NER_3600,करीब,other
3600,NER_3601,सीढि़यों,other
3601,NER_3602,के,other
3602,NER_3603,पहले,other
3603,NER_3604,दाहिनी,other
3604,NER_3605,ओर,other
3605,NER_3606,उनके,other
3606,NER_3607,रॉकी,other
3607,NER_3608,चरित्र,other
3608,NER_3609,की,other
3609,NER_3610,एक,other
3610,NER_3611,मूर्ति,other
3611,NER_3612,स्थायी,other
3612,NER_3613,रूप,name
3613,NER_3614,से,other
3614,NER_3615,लगायी,other
3615,NER_3616,गयी,other
3616,NER_3617,है,other
3617,NER_3618,.,other
3618,NER_3619,newline,other
3619,NER_3620,नवाडीह,other
3620,NER_3621,इमामगंज,other
3621,NER_3622,nan,other
3622,NER_3623,गया,other
3623,NER_3624,nan,other
3624,NER_3625,बिहार,location
3625,NER_3626,स्थित,other
3626,NER_3627,एक,other
3627,NER_3628,गांव,location
3628,NER_3629,है,other
3629,NER_3630,.,other
3630,NER_3631,newline,other
3631,NER_3632,महाभारत,other
3632,NER_3633,के,other
3633,NER_3634,अनुसार,other
3634,NER_3635,पाण्डु,other
3635,NER_3636,अम्बालिका,other
3636,NER_3637,और,other
3637,NER_3638,ऋषि,other
3638,NER_3639,व्यास,other
3639,NER_3640,के,other
3640,NER_3641,पुत्र,other
3641,NER_3642,थे,other
3642,NER_3643,.,other
3643,NER_3644,newline,other
3644,NER_3645,इनको,other
3645,NER_3646,पहले,other
3646,NER_3647,मिट्टी,other
3647,NER_3648,से,other
3648,NER_3649,ही,other
3649,NER_3650,बनाया,other
3650,NER_3651,जाता,other
3651,NER_3652,था,other
3652,NER_3653,लेकिन,other
3653,NER_3654,आजकल,other
3654,NER_3655,मिट्टी,other
3655,NER_3656,जल्दी,other
3656,NER_3657,फूट,other
3657,NER_3658,जने,other
3658,NER_3659,और,other
3659,NER_3660,जल्दी,other
3660,NER_3661,खराब,other
3661,NER_3662,होने,other
3662,NER_3663,के,other
3663,NER_3664,कारण,other
3664,NER_3665,लकड़ी,other
3665,NER_3666,का,other
3666,NER_3667,खोल,other
3667,NER_3668,बनाने,other
3668,NER_3669,लग,other
3669,NER_3670,गये,other
3670,NER_3671,है,other
3671,NER_3672,.,other
3672,NER_3673,newline,other
3673,NER_3674,लड़की,other
3674,NER_3675,1953,other
3675,NER_3676,में,other
3676,NER_3677,बनी,other
3677,NER_3678,हिन्दी,other
3678,NER_3679,भाषा,other
3679,NER_3680,की,other
3680,NER_3681,फिल्म,other
3681,NER_3682,है,other
3682,NER_3683,.,other
3683,NER_3684,newline,other
3684,NER_3685,पालवायि,other
3685,NER_3686,अनंतपुर,other
3686,NER_3687,में,other
3687,NER_3688,भारत,location
3688,NER_3689,के,other
3689,NER_3690,आन्ध्रप्रदेश,location
3690,NER_3691,राज्य,location
3691,NER_3692,के,other
3692,NER_3693,अन्तर्गत,other
3693,NER_3694,के,other
3694,NER_3695,अनंतपुर,other
3695,NER_3696,जिले,location
3696,NER_3697,का,other
3697,NER_3698,एक,other
3698,NER_3699,गांव,location
3699,NER_3700,है,other
3700,NER_3701,.,other
3701,NER_3702,newline,other
3702,NER_3703,यह,other
3703,NER_3704,मुख्य,other
3704,NER_3705,रूप,name
3705,NER_3706,से,other
3706,NER_3707,अमेरिका,location
3707,NER_3708,nan,other
3708,NER_3709,एशिया,location
3709,NER_3710,और,other
3710,NER_3711,अफ्रीका,location
3711,NER_3712,महाद्वीपों,other
3712,NER_3713,के,other
3713,NER_3714,उष्ण,other
3714,NER_3715,तथा,other
3715,NER_3716,उपोष्ण,other
3716,NER_3717,कटिबंधी,other
3717,NER_3718,क्षेत्रों,other
3718,NER_3719,में,other
3719,NER_3720,फैला,other
3720,NER_3721,हुआ,other
3721,NER_3722,है,other
3722,NER_3723,.,other
3723,NER_3724,newline,other
3724,NER_3725,१९६५,number
3725,NER_3726,में,other
3726,NER_3727,इस,other
3727,NER_3728,कंपनी,other
3728,NER_3729,को,other
3729,NER_3730,न्यूजीलैंड,other
3730,NER_3731,की,other
3731,NER_3732,सरकार,other
3732,NER_3733,ने,other
3733,NER_3734,खरीद,other
3734,NER_3735,लिया,other
3735,NER_3736,एवं,other
3736,NER_3737,इसका,other
3737,NER_3738,नामकरण,other
3738,NER_3739,एयर,other
3739,NER_3740,न्यूज़ीलैंड,other
3740,NER_3741,कर,other
3741,NER_3742,दिया,other
3742,NER_3743,गया,other
3743,NER_3744,.,other
3744,NER_3745,newline,other
3745,NER_3746,पहाड़ों,other
3746,NER_3747,का,other
3747,NER_3748,नगर,other
3748,NER_3749,कहलाने,other
3749,NER_3750,वाला,other
3750,NER_3751,डूंगरपुर,other
3751,NER_3752,में,other
3752,NER_3753,जीव,other
3753,NER_3754,-,other
